









Frequency of observations in the selected location(s).:
Number of taxa: 	854

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Ruby-throated Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.016E-4	1.207E-4	1.106E-4	3.218E-4	9.67E-5	2.242E-4	7.84E-5	5.99E-5	2.191E-4	2.509E-4	3.013E-4	6.22E-5	1.814E-4	8.26E-5	0.0	5.87E-5	1.189E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-chinned Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	6.29E-5	2.331E-4	0.0010427	0.0047498	0.0136118	0.0171441	0.0137792	0.01287	0.0130586	0.0137785	0.0157659	0.0156961	0.0183064	0.0190693	0.0207586	0.0186741	0.0113093	0.0060888	0.003557	9.391E-4	2.676E-4	2.45E-5	3.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruby-throated/Black-chinned Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Anna's Hummingbird	0.2354391	0.249751	0.26307	0.2680876	0.2721874	0.2830514	0.290781	0.2766227	0.2724135	0.2541277	0.2540886	0.2442706	0.2366	0.2293533	0.2242085	0.2179115	0.2113675	0.2036049	0.1788225	0.169026	0.1558623	0.1390881	0.1381553	0.1323224	0.1418935	0.1499221	0.1606584	0.1786268	0.1826097	0.1938687	0.2039915	0.2212384	0.2274244	0.227873	0.2423801	0.24358	0.2544644	0.2511454	0.2319317	0.2310073	0.224473	0.2246669	0.235409	0.2346412	0.2400946	0.2555589	0.283908	0.2540939	
Black-chinned x Anna's Hummingbird (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.797E-4	1.9E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Costa's Hummingbird	9.39E-5	2.112E-4	1.928E-4	1.398E-4	2.297E-4	1.077E-4	7.96E-5	1.297E-4	1.463E-4	1.203E-4	2.59E-5	0.0	2.35E-5	2.23E-5	0.0	1.55E-5	7.58E-5	1.418E-4	2.844E-4	1.509E-4	1.327E-4	2.3E-5	4.84E-5	0.0015	7.84E-5	0.0015	6.26E-5	2.28E-5	0.0015	0.0	3.02E-5	2.06E-5	1.93E-4	9.097E-4	5.95E-5	7.34E-5	1.213E-4	1.487E-4	1.037E-4	2.229E-4	1.028E-4	6.5E-5	1.502E-4	2.121E-4	1.69E-4	8.64E-5	7.35E-5	1.552E-4	
Calliope Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59E-5	3.52E-5	5.163E-4	0.0018541	0.00684	0.0184118	0.0322104	0.0392748	0.0498354	0.0445202	0.0386172	0.0371392	0.0343877	0.0334271	0.0342511	0.0299545	0.0292277	0.0260721	0.0223253	0.016371	0.0095857	0.0043344	0.0011029	3.815E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Anna's x Calliope Hummingbird (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rufous Hummingbird	9.39E-5	3.02E-5	6.43E-5	0.0015	9.84E-5	2.69E-5	1.99E-5	2.271E-4	0.0021938	0.0068569	0.0228755	0.0687523	0.1263963	0.1592092	0.1953589	0.224981	0.2473506	0.2456445	0.2477348	0.2378739	0.2253334	0.2027487	0.1989747	0.1826464	0.1699741	0.1594177	0.1564338	0.1395073	0.1168389	0.0963585	0.0752646	0.0526109	0.0261395	0.0117385	0.0034494	0.0014688	5.761E-4	3.57E-4	3.804E-4	4.952E-4	1.028E-4	1.95E-4	2.253E-4	0.0	0.0	0.0	0.0015	1.552E-4	
Black-chinned x Rufous Hummingbird (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Anna's x Rufous Hummingbird (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	3.52E-5	2.35E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	2.21E-5	2.3E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Calliope x Rufous Hummingbird (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rufous/Allen's Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Broad-tailed Hummingbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Selasphorus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9E-5	1.77E-5	2.03E-5	1.056E-4	2.21E-5	9.19E-5	4.84E-5	1.427E-4	7.84E-5	3.0E-5	6.26E-5	6.84E-5	1.506E-4	3.112E-4	1.21E-4	2.06E-5	0.0	0.0	0.0	2.45E-5	0.0	0.0	3.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	4.32E-5	0.0	0.0	
Xantus's Hummingbird	2.35E-5	6.04E-5	0.0	2.33E-5	3.28E-5	5.39E-5	1.99E-5	0.0	5.85E-5	0.0	2.59E-5	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	2.04E-5	0.0	0.0	3.13E-5	2.28E-5	0.0015	0.0	0.0015	4.13E-5	2.76E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.51E-5	3.181E-4	4.22E-5	0.0015	0.0015	2.59E-5	
hummingbird sp.	1.643E-4	2.414E-4	2.571E-4	3.261E-4	2.297E-4	8.35E-4	0.0015922	4.866E-4	6.435E-4	0.0013233	0.0024842	0.0034526	0.004365	0.0059421	0.0065462	0.0068675	0.0080005	0.0085426	0.008614	0.0079231	0.0086922	0.0096525	0.0121155	0.0115364	0.0110597	0.0135095	0.0130805	0.012021	0.0109668	0.0094927	0.0078319	0.0068937	0.0052389	0.0029933	0.002706	0.0020808	9.096E-4	8.925E-4	7.954E-4	6.191E-4	1.371E-4	3.575E-4	3.38E-4	1.767E-4	4.646E-4	4.318E-4	1.47E-4	3.104E-4	
large rail sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Virginia Rail	0.0121605	0.0106527	0.0109572	0.009597	0.0092523	0.0078386	0.005115	0.0074605	0.0095943	0.010947	0.0118	0.014515	0.01631	0.0178488	0.01817	0.0201986	0.0197926	0.0221718	0.0212913	0.0180496	0.015814	0.01287	0.0125991	0.0120052	0.0122624	0.0126408	0.0143635	0.0151916	0.0252779	0.026455	0.0248866	0.0292466	0.0288692	0.029757	0.0282494	0.0291562	0.0296213	0.0275183	0.0222699	0.020627	0.0184062	0.0194345	0.0186284	0.0164016	0.0151643	0.0142049	0.0157318	0.0119778	
Sora	2.348E-4	4.225E-4	8.033E-4	0.0014442	0.0021326	8.081E-4	4.976E-4	0.0018813	0.0012578	5.413E-4	4.399E-4	0.001374	0.0019243	0.0029934	0.0080779	0.0170756	0.0261247	0.0370771	0.0379099	0.0355105	0.0306991	0.0317614	0.0263107	0.0254576	0.0229822	0.0180026	0.0168356	0.0156934	0.0166611	0.0178338	0.0152706	0.0154386	0.0103951	0.006955	0.0061851	0.0046268	0.0030622	0.0021717	0.0015215	6.933E-4	5.141E-4	3.9E-4	3.38E-4	2.828E-4	8.45E-5	1.295E-4	5.513E-4	7.76E-5	
Common Gallinule	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Coot	0.083081	0.0854936	0.0859548	0.0883764	0.0826143	0.075827	0.0667542	0.0858607	0.0916138	0.0940724	0.097376	0.1024151	0.1132779	0.1227298	0.1230146	0.1081866	0.0885738	0.0771671	0.0692576	0.05848	0.0435937	0.0411151	0.0391517	0.036566	0.0352707	0.0356758	0.0394605	0.0408075	0.0413968	0.0452848	0.0499546	0.0583282	0.066231	0.0719861	0.0845699	0.0957673	0.1049935	0.1115309	0.1223114	0.1320325	0.1306255	0.1251869	0.1139863	0.104666	0.0949565	0.0869565	0.0748364	0.0749968	
Yellow Rail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	1.77E-5	2.03E-5	1.66E-4	1.106E-4	3.677E-4	1.693E-4	1.427E-4	1.046E-4	8.99E-5	0.0	0.0	0.0015	3.11E-5	0.0	0.0	0.0	2.93E-5	0.0	0.0	3.03E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
rail/crake sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1E-5	1.55E-5	0.0015	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	2.61E-5	3.0E-5	3.13E-5	0.0	0.0015	9.34E-5	3.02E-5	2.06E-5	2.76E-5	0.0	2.97E-5	0.0	6.06E-5	2.97E-5	0.0	2.48E-5	0.0	0.0	3.76E-5	0.0	4.22E-5	0.0	3.68E-5	0.0	
Sandhill Crane	0.0114327	0.0115279	0.0108287	0.0121826	0.011877	0.0107208	0.0081602	0.0113854	0.0114371	0.0106162	0.0109202	0.0134404	0.0194781	0.0276109	0.0346615	0.0305309	0.0252147	0.0244936	0.0230791	0.0228185	0.0191095	0.0169838	0.0172906	0.0170397	0.0154783	0.0150072	0.0164288	0.0182938	0.0203971	0.022409	0.0226489	0.0243756	0.021838	0.0274387	0.0293497	0.0306739	0.023497	0.0182959	0.0140743	0.016145	0.0123051	0.0142021	0.0127695	0.0127253	0.0122497	0.0106645	0.0090421	0.0106325	
Demoiselle Crane	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Crane	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.516E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-necked Stilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.173E-4	0.0011616	0.0023919	0.0046146	0.0045879	0.0049093	0.0028443	0.0022185	0.0010838	0.0017007	6.529E-4	5.707E-4	6.014E-4	8.088E-4	0.0012517	9.124E-4	5.423E-4	3.735E-4	6.35E-4	2.064E-4	1.93E-4	0.0012912	8.624E-4	0.0015	0.0	8.627E-4	0.0015	0.0	3.43E-5	0.0	1.502E-4	0.0	0.0	0.0	0.0	0.0	
American Avocet	4.226E-4	8.148E-4	6.43E-5	1.398E-4	6.234E-4	4.849E-4	2.388E-4	2.271E-4	1.755E-4	0.0015	2.59E-5	2.466E-4	9.387E-4	0.0019882	0.0032312	0.0051739	0.0053463	0.0062386	0.0044289	0.0035163	0.0019906	0.0011951	7.497E-4	9.376E-4	9.151E-4	0.0011682	0.001064	0.0013002	8.135E-4	9.648E-4	0.0014817	0.0018989	0.001682	0.0034335	0.0028547	0.0026928	0.0023952	0.002023	0.0021786	0.0018572	0.0017138	0.001365	0.0012394	0.0015553	6.758E-4	5.181E-4	8.086E-4	9.831E-4	
Black Oystercatcher	0.0466934	0.050759	0.049902	0.0514559	0.0467863	0.0476242	0.0392883	0.0471634	0.048147	0.0486301	0.0431632	0.0378552	0.0375716	0.0365241	0.0360882	0.0378801	0.0386752	0.0380696	0.02956	0.0258972	0.0247495	0.0264065	0.0282695	0.0292691	0.0359244	0.0405584	0.0503192	0.0545164	0.0567322	0.0609399	0.060629	0.0640041	0.0651557	0.0647963	0.0590264	0.0545668	0.0525725	0.0496519	0.0475482	0.0449188	0.0431534	0.0472863	0.041313	0.0408625	0.0399594	0.0414922	0.0383004	0.0431251	
Black-bellied Plover	0.0243914	0.0229954	0.0225892	0.0185651	0.0183405	0.017455	0.0131956	0.016478	0.0146547	0.0163303	0.0116448	0.0120312	0.0128368	0.0199263	0.027255	0.0248753	0.016873	0.0107757	0.0068262	0.004935	0.0034946	0.0023442	0.0018862	0.0015287	0.0023531	0.005272	0.0113281	0.0214872	0.0261517	0.0259882	0.0267312	0.0307327	0.0379684	0.0353034	0.033602	0.0376019	0.0304096	0.031713	0.0294626	0.0338996	0.0276949	0.0315567	0.0274919	0.0195829	0.0188815	0.0199473	0.0201426	0.0202302	
American Golden-Plover	2.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1E-5	3.11E-5	9.48E-5	3.899E-4	4.266E-4	2.113E-4	1.106E-4	2.3E-5	1.209E-4	2.04E-5	5.23E-5	5.99E-5	6.26E-5	2.28E-5	9.04E-5	2.49E-4	9.07E-5	0.0012384	0.004908	0.0055464	0.0058878	0.0077603	0.0049723	0.0033319	0.0016944	0.0012381	2.057E-4	6.5E-5	3.005E-4	1.767E-4	4.22E-5	0.0	0.0	0.0	
Pacific Golden-Plover	7.04E-5	3.32E-4	3.213E-4	9.32E-5	0.0015	5.39E-5	0.0	0.0	0.0	3.01E-5	0.0	0.0	2.35E-5	2.23E-5	6.29E-5	8.39E-4	0.0014598	7.798E-4	2.438E-4	7.093E-4	2.654E-4	2.3E-5	9.67E-5	7.949E-4	3.399E-4	5.092E-4	5.007E-4	0.0011177	5.423E-4	8.092E-4	0.0013305	0.0029721	0.0038603	0.0028759	0.0021113	0.0021298	0.0012734	9.222E-4	0.0011066	9.657E-4	3.428E-4	9.75E-5	3.76E-5	3.53E-5	0.0015	0.0	0.0	2.59E-5	
American/Pacific Golden-Plover (Lesser Golden-Plover)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	2.1E-5	1.088E-4	5.69E-5	3.54E-5	4.06E-5	3.02E-5	2.21E-5	0.0	0.0	4.08E-5	2.61E-5	5.99E-5	6.26E-5	0.0015	2.41E-4	0.0015	1.512E-4	3.302E-4	6.342E-4	7.337E-4	6.245E-4	0.0010037	3.941E-4	5.652E-4	2.766E-4	2.476E-4	6.86E-5	3.25E-5	0.0	3.53E-5	0.0	0.0	0.0	0.0	
golden-plover sp.	2.35E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.77E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	4.13E-5	0.0	2.93E-5	5.95E-5	7.34E-5	6.06E-5	5.95E-5	3.46E-5	7.43E-5	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Black-bellied Plover/golden-plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1E-5	3.11E-5	5.69E-5	5.32E-5	2.03E-5	3.02E-5	0.0015	0.0	0.0	0.0	5.23E-5	5.99E-5	0.0	4.56E-5	6.03E-5	6.22E-5	0.0	8.26E-5	1.379E-4	5.87E-5	1.189E-4	1.714E-4	1.213E-4	2.677E-4	1.383E-4	4.95E-5	6.86E-5	6.5E-5	3.76E-5	3.53E-5	0.0	0.0	0.0	0.0	
Killdeer	0.0356363	0.0314754	0.0329038	0.0259725	0.0326782	0.0442032	0.0333174	0.0549483	0.0613684	0.0791254	0.0992133	0.1027321	0.1101098	0.1198928	0.1321416	0.1477137	0.1549662	0.1605551	0.1515176	0.132776	0.1115387	0.0999954	0.0929822	0.0890506	0.0961121	0.1020549	0.1097759	0.1243157	0.1395559	0.1428883	0.1392803	0.1437977	0.1348885	0.1358141	0.1165661	0.1125119	0.095625	0.0936515	0.0711667	0.0620543	0.0492545	0.0462138	0.0434913	0.0374337	0.0392836	0.0354043	0.0362052	0.0329324	
Common Ringed Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0E-5	4.068E-4	7.755E-4	0.0	0.0	0.0	0.0	2.76E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Plover	0.0015	0.0	0.0	1.863E-4	0.0	0.0	0.0015	0.0015	0.0	6.01E-5	0.0	0.0	9.39E-5	1.117E-4	0.0016156	0.0119327	0.0261058	0.021197	0.0130836	0.004935	0.0033176	0.0024591	0.0018621	0.0024459	0.0042618	0.008567	0.0188071	0.0268932	0.0300684	0.0334267	0.0392803	0.0374407	0.0260016	0.0192804	0.0101698	0.0049695	0.002001	6.842E-4	3.458E-4	1.733E-4	3.43E-5	3.25E-5	1.127E-4	0.0015	0.0	4.32E-5	0.0	2.59E-5	
Piping Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Siberian Sand-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	9.39E-5	4.56E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66E-5	4.36E-4	5.317E-4	6.09E-5	4.53E-5	1.548E-4	1.379E-4	4.837E-4	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	3.02E-5	2.064E-4	3.033E-4	5.869E-4	2.97E-5	2.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.01E-5	0.0	0.0	0.0	0.0	0.0	0.0	7.58E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28E-5	0.0	3.11E-5	0.0	2.06E-5	2.76E-5	0.0	0.0015	2.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Upland Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	1.9E-5	8.86E-5	8.13E-5	3.924E-4	1.106E-4	2.528E-4	2.902E-4	1.631E-4	1.046E-4	8.99E-5	2.816E-4	1.369E-4	9.04E-5	3.11E-5	4.536E-4	5.16E-4	4.412E-4	3.815E-4	2.082E-4	0.0	6.06E-5	3.57E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bristle-thighed Curlew	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9E-5	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Whimbrel	0.0012912	8.752E-4	3.535E-4	5.823E-4	0.0010499	9.158E-4	4.18E-4	0.0011677	8.19E-4	4.511E-4	4.14E-4	0.0014621	9.622E-4	0.0033732	0.0075953	0.0144031	0.022788	0.017227	0.0120271	0.0073949	0.0036936	0.0024821	0.0016202	0.002079	0.0018825	0.003265	0.004694	0.0044252	0.0040071	0.0028011	0.0034775	0.0041899	0.0060385	0.0055758	0.0041036	0.0035497	0.00285	0.0020527	0.0023169	0.0014857	0.0010968	0.001885	0.0016901	9.191E-4	5.491E-4	7.34E-4	7.351E-4	8.02E-4	
Eurasian Whimbrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-billed Curlew	0.0021833	0.0021124	0.0010282	0.0014442	8.202E-4	0.001266	6.767E-4	7.461E-4	7.898E-4	8.421E-4	5.952E-4	7.046E-4	0.0043415	0.0109461	0.0122112	0.0111247	0.0097446	0.0082768	0.0077404	0.0069572	0.0066574	0.0045964	0.0036032	0.002772	0.0024316	0.0015576	0.0023783	0.0012318	0.0016872	0.0015562	0.0018446	0.0016718	0.0013235	0.0018488	0.0017842	0.0013954	0.0011824	0.0011007	0.0012449	0.0018324	0.0012339	7.8E-4	9.389E-4	0.0010958	0.0016474	0.0010362	5.146E-4	9.054E-4	
Far Eastern Curlew	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.45E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
curlew sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bar-tailed Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.9E-5	4.963E-4	1.016E-4	6.338E-4	5.308E-4	3.218E-4	3.627E-4	1.834E-4	5.23E-5	2.396E-4	3.13E-5	4.562E-4	0.0015064	5.913E-4	0.0013003	0.001259	0.0018474	0.0014967	5.65E-4	6.12E-4	0.0010612	5.95E-4	4.495E-4	4.21E-4	6.86E-5	1.625E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	2.486E-4	0.0015925	5.849E-4	5.079E-4	3.622E-4	3.318E-4	2.3E-5	4.84E-5	2.04E-5	2.353E-4	3.295E-4	6.26E-5	6.84E-5	1.205E-4	6.536E-4	6.653E-4	9.288E-4	0.0013235	0.0019368	0.0017247	0.0015178	0.0012734	2.38E-4	6.92E-5	6.933E-4	0.0015	0.0	0.0	1.414E-4	0.0	0.0	0.0	0.0	
Marbled Godwit	0.0045308	0.0033799	0.0023457	0.0032145	0.0024935	0.0027745	0.0019505	0.0020111	0.0016088	0.0015037	0.0016044	0.001374	0.0011499	0.0029264	0.0034829	0.0061994	0.0076213	0.0030307	0.0013815	7.848E-4	5.308E-4	5.516E-4	5.32E-4	4.484E-4	6.014E-4	0.001318	0.0010953	0.0016195	0.0031936	0.0023343	0.0012096	0.0022085	0.0034742	0.0035509	0.0066014	0.0072217	0.0040627	0.0055632	0.0055329	0.0062153	0.0039075	0.0049074	0.0040937	0.0022976	0.0028301	0.0025906	0.0014703	0.0025352	
Hudsonian/Marbled Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
