Com_Name,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,annual_mean,annual_max,n_months_present,rarity,present_m1,present_m2,present_m3,present_m4,present_m5,present_m6,present_m7,present_m8,present_m9,present_m10,present_m11,present_m12
Northern Fulmar,0.0015,0,0,0,1.312e-4,2.69e-5,7.96e-5,1.622e-4,1.17e-4,3.01e-5,7.76e-5,1.409e-4,9.39e-5,2.23e-5,0.0015,4.66e-5,8.531e-4,7.621e-4,0.0012596,6.791e-4,8.847e-4,7.584e-4,7.98e-4,8.968e-4,9.151e-4,0.0016775,0.0010953,0.0010721,0.0021994,0.0017429,0.0015422,0.0012384,0.0017923,0.0018195,0.0034197,9.547e-4,0.0012127,0.0015172,7.954e-4,9.905e-4,6.17e-4,0.0013325,5.634e-4,3.535e-4,2.957e-4,8.635e-4,3.68e-5,2.59e-5,NA,3.75e-4,9.9975e-5,9.14e-5,4.157e-4,8.88475e-4,8.34475e-4,0.00119,0.0016807249999999999,0.0019965499999999997,0.00112895,7.166e-4,3.05475e-4,8.102770833333333e-4,0.0019965499999999997,4,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Murphys Petrel,0,0,0,0,0,0,3.98e-5,3.24e-5,0,0,0,0,0,0,0,6.21e-5,1.9e-5,1.418e-4,0,0.0015,0,0,0,0,0,0,0,0,3.01e-5,0,3.02e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1.8049999999999998e-5,0,1.5525e-5,4.152e-4,0,0,1.5075e-5,0,0,0,0,3.8654166666666667e-5,4.152e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mottled Petrel,0,0,0,0,0,0,1.99e-5,0,2.93e-5,0,0,0,0,0,0,4.66e-5,0,1.77e-5,0,0,2.21e-5,0,2.42e-5,0,0,0,0,0,0,3.11e-5,0,4.13e-5,0,2.93e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.975e-6,7.325e-6,1.165e-5,4.425e-6,1.1575e-5,0,1.81e-5,7.325e-6,0,0,0,5.447916666666667e-6,1.81e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hawaiian Petrel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03e-5,1.51e-5,0,0,0,0,2.61e-5,3e-5,0,0,0,0,3.02e-5,0,0,0,2.97e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,8.85e-6,0,1.4025e-5,7.55e-6,7.425e-6,0,0,0,3.154166666666667e-6,1.4025e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cooks Petrel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22e-5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1.055e-5,8.791666666666667e-7,1.055e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pink-footed Shearwater,0,0,0,0,0,0,0,0,0,0,0,5.28e-5,0,0,0.0015,1.709e-4,4.36e-4,7.975e-4,0.0010564,4.377e-4,7.299e-4,3.218e-4,2.902e-4,5.911e-4,4.706e-4,8.986e-4,4.381e-4,7.071e-4,0.0015064,0.0015251,0.0016329,0.0018163,0.0023713,0.0024064,0.003717,7.589e-4,6.973e-4,0.0010412,4.841e-4,1.238e-4,0,6.5e-5,0,0,0,0,0,0,NA,0,0,1.32e-5,4.1772500000000003e-4,6.819e-4,4.8325e-4,6.286e-4,0.001620175,0.0023133999999999997,5.866e-4,1.625e-5,0,5.63425e-4,0.0023133999999999997,2,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Flesh-footed Shearwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9e-5,5.32e-5,1.422e-4,3.02e-5,8.85e-5,1.609e-4,4.84e-5,6.11e-5,5.23e-5,3e-5,1.252e-4,9.12e-5,1.808e-4,1.245e-4,2.117e-4,2.683e-4,3.033e-4,4.108e-4,9.813e-4,2.203e-4,6.06e-5,3.272e-4,3.46e-5,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,6.115e-5,8.9725e-5,7.4675e-5,1.9632500000000002e-4,4.78925e-4,1.0559999999999999e-4,0,0,8.386666666666667e-5,4.78925e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Great Shearwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,2.93e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3.75e-4,7.325e-6,0,0,0,3.186041666666667e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bullers Shearwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21e-5,2.3e-5,0.0015,0,0.0015,0,3.13e-5,9.12e-5,1.506e-4,1.867e-4,4.233e-4,3.922e-4,8.823e-4,0.0012032,0.0027952,3.917e-4,3.335e-4,6.842e-4,1.729e-4,2.48e-5,0,3.25e-5,0,0,0,0,0,0,NA,0,0,0,0,0,3.86275e-4,4.05625e-4,2.882e-4,0.0013181,3.0385e-4,8.125e-6,0,2.2584791666666667e-4,0.0013181,1,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sooty Shearwater,0,0,0,0,0,2.69e-5,1.99e-5,6.49e-5,0.0015,0.0015,2.59e-5,1.762e-4,1.173e-4,6.7e-5,6.29e-5,6.215e-4,0.0017442,0.0023572,0.0036366,0.0017054,0.0019021,0.0015858,0.0022248,0.0032,0.0032682,0.0038042,0.0037552,0.0044252,0.0044892,0.0051665,0.005564,0.0072033,0.0071691,0.0081289,0.0093967,0.0044799,0.0022739,0.0028262,0.0014178,0.0011143,5.827e-4,4.875e-4,6.009e-4,2.474e-4,0.0015,8.64e-5,3.68e-5,0,NA,0,2.7925e-5,8.005250000000001e-4,2.17175e-4,0.00236085,0.002228175,0.0038132,0.00560575,0.00729365,0.0019080500000000001,4.79625e-4,4.058e-4,0.0020950604166666666,0.00729365,6,Rare,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Short-tailed Shearwater,0,0,9.64e-5,0,0.0015,0,0,0,0,0.0015,0,3.52e-5,0,0,0.0015,3.11e-5,1.327e-4,1.418e-4,4.266e-4,1.811e-4,1.327e-4,9.19e-5,1.451e-4,3.057e-4,1.83e-4,2.696e-4,2.503e-4,1.597e-4,3.314e-4,4.046e-4,0.0022679,0.002064,0.0032812,0.0027585,0.0026168,0.002448,0.0024558,0.0047302,0.0041151,0.0029219,0.0019537,0.0013975,4.882e-4,2.474e-4,0.0015,1.727e-4,0.0015,0.0015,NA,2.41e-5,3.75e-4,3.838e-4,3.82775e-4,2.2055000000000002e-4,1.6885e-4,2.1565e-4,0.001266975,0.002776125,0.00355575,0.0010217,0.001168175,9.632875e-4,0.00355575,5,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Sooty/Short-tailed Shearwater,0,0,6.43e-5,2.33e-5,0,0,0,6.49e-5,0,0,0,5.28e-5,2.35e-5,6.7e-5,0,1.088e-4,3.602e-4,1.95e-4,5.892e-4,3.924e-4,2.654e-4,3.907e-4,4.84e-5,4.076e-4,4.968e-4,4.793e-4,4.381e-4,2.281e-4,2.712e-4,4.046e-4,0.001391,0.0015686,0.0031158,0.0041965,0.0034197,0.0031335,0.002759,0.0033022,0.0022823,0.0019315,0.0017481,0.001235,5.258e-4,5.302e-4,8.45e-5,8.64e-5,0,2.59e-5,NA,2.19e-5,1.6225e-5,1.32e-5,4.9825e-5,3.842e-4,2.78025e-4,4.10575e-4,9.0885e-4,0.003466375,0.00256875,0.001009775,4.9199999999999997e-5,7.647416666666666e-4,0.003466375,3,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
Manx Shearwater,0,0,0,0,0,0,0,0.0015,0,3.01e-5,0,1.76e-5,0,2.23e-5,0,1.554e-4,1.138e-4,8.86e-5,6.09e-5,6.04e-5,8.85e-5,6.89e-5,9.67e-5,8.15e-5,1.569e-4,8.99e-5,1.252e-4,6.84e-5,6.03e-5,0.0015,2.419e-4,1.445e-4,1.379e-4,0,2.379e-4,0.0015,0,0,6.92e-5,0,0,0,0,0,0,0,0,0,NA,0,3.75e-4,1.1925e-5,4.4425e-5,8.0925e-5,8.39e-5,1.1009999999999999e-4,4.86675e-4,4.6895e-4,1.73e-5,0,0,1.3993333333333334e-4,4.86675e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
small shearwater sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,2.28e-5,0,0,0,0,0,0,0,0,0,0,3.46e-5,7.43e-5,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.75e-4,0,5.7e-6,0,0,2.7225e-5,0,0,3.399375e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
shearwater sp.,2.35e-5,0,0,0,0,2.69e-5,0,3.24e-5,0,0,0,1.76e-5,0,2.23e-5,0,4.66e-5,1.706e-4,1.241e-4,1.625e-4,7.55e-5,1.327e-4,2.068e-4,4.84e-5,2.242e-4,3.66e-4,3.595e-4,2.503e-4,1.141e-4,3.013e-4,4.357e-4,2.419e-4,2.27e-4,5.79e-4,8.51e-4,6.245e-4,3.427e-4,1.819e-4,3.272e-4,4.15e-4,1.486e-4,1.371e-4,9.75e-5,1.127e-4,3.53e-5,0,0,0,5.17e-5,NA,5.875e-6,1.4825000000000001e-5,4.4e-6,1.7225e-5,1.33175e-4,1.53025e-4,2.72475e-4,3.01475e-4,5.993e-4,2.68175e-4,9.565e-5,1.2925e-5,1.5654375e-4,5.993e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
procellariid sp.,0,0,0,0,3.28e-5,0,0,0,0,0,0,1.76e-5,0,2.23e-5,0,4.66e-5,3.79e-5,0,6.09e-5,0,0,2.3e-5,2.42e-5,6.11e-5,2.61e-5,5.99e-5,0,2.28e-5,0,0,9.07e-5,0,2.76e-5,2.93e-5,0,2.45e-5,0,1.487e-4,6.92e-5,7.43e-5,1.714e-4,2.6e-4,3.76e-5,1.414e-4,0,4.32e-5,0,2.59e-5,NA,0,8.2e-6,4.4e-6,1.7225e-5,2.47e-5,2.7074999999999997e-5,2.72e-5,2.2675e-5,2.035e-5,7.305e-5,1.526e-4,1.7275e-5,3.289583333333333e-5,1.526e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Wood Stork,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3.75e-4,0,0,0,3.125e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Magnificent Frigatebird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.75e-4,0,0,0,0,0,0,0,3.125e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cocos Booby,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,5.95e-5,2.45e-5,1.213e-4,5.95e-5,0,0,3.43e-5,6.5e-5,0,0,0.0015,0,0,0,NA,3.75e-4,0,0,0,0,0,0,7.5e-4,2.1000000000000002e-5,4.52e-5,2.4825e-5,3.75e-4,1.3258541666666667e-4,7.5e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Masked Booby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97e-5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,7.425e-6,0,0,6.1875e-7,7.425e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nazca Booby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99e-5,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3.8997500000000003e-4,0,0,0,0,0,3.249791666666667e-5,3.8997500000000003e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Masked/Nazca Booby,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,3.75e-4,0,0,0,0,0,0,0,0,0,0,3.125e-5,3.75e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Blue-footed Booby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,5.075e-6,0,0,0,0,0,0,0,4.2291666666666666e-7,5.075e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Brandts Cormorant,0.0216682,0.0231765,0.0222037,0.0222222,0.0171922,0.0189904,0.0133349,0.0167375,0.0193348,0.0182852,0.0157334,0.0144269,0.0125786,0.0124204,0.0093158,0.0098351,0.0092707,0.008135,0.0061558,0.0047991,0.0046447,0.0041368,0.0041352,0.0040561,0.0049677,0.0044033,0.0066654,0.0081432,0.0094905,0.0132898,0.014938,0.0193395,0.0217277,0.0259127,0.0274465,0.0287155,0.0287421,0.0328732,0.0289439,0.0299871,0.0253985,0.0293468,0.0273793,0.0245316,0.0236546,0.0253012,0.0299566,0.0240072,NA,0.02231765,0.016563750000000002,0.016945075,0.011037475,0.00709015,0.0042432,0.0060449,0.01426445,0.0259506,0.030136575,0.02666405,0.0257299,0.01724898125,0.030136575,12,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Red-faced Cormorant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,3.775e-6,0,0,0,0,0,0,0,3.145833333333333e-7,3.775e-6,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Pelagic Cormorant,0.0764373,0.0840148,0.0779859,0.0781505,0.0732964,0.0731872,0.0552902,0.0673392,0.0714599,0.0741331,0.0665821,0.0621114,0.0644889,0.0616106,0.0558318,0.0527027,0.0498796,0.0484022,0.0395149,0.0341976,0.0319598,0.0328645,0.0338557,0.0343851,0.0414412,0.0416068,0.0470021,0.0510949,0.0530867,0.0572051,0.0664953,0.0691022,0.0740067,0.0812595,0.0791281,0.0779456,0.0828912,0.093116,0.084999,0.0895156,0.0874379,0.0986025,0.0842785,0.0820078,0.0823688,0.0857044,0.082151,0.0761609,NA,0.079147125,0.06727825,0.068571625,0.0586585,0.042998575,0.033266275,0.04528625,0.061472325,0.078084975,0.08763045,0.088081675,0.081596275,0.066006025,0.088081675,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Double-crested Cormorant,0.1494941,0.1534237,0.1486777,0.1485441,0.135011,0.12733,0.1031566,0.1326997,0.1313365,0.12231210000000001,0.1140927,0.1040004,0.1012156,0.0976432,0.0925704,0.0810273,0.0697101,0.0638569,0.0485149,0.0457427,0.0402318,0.0383802,0.0355726,0.0372182,0.0430622,0.0489456,0.0516648,0.058052,0.0685427,0.0745409,0.0859389,0.0949226,0.1054954,0.1102829,0.1135924,0.1212025,0.1237607,0.1417862,0.1397054,0.1536252,0.1523907,0.1706857,0.1637122,0.1602686,0.1527414,0.157722,0.1515107,0.1496314,NA,0.1500349,0.124549325,0.11793542500000001,0.09311412499999999,0.05695615,0.0378507,0.05043115,0.080986275,0.1126433,0.139719375,0.1617643,0.152901375,0.10657386666666667,0.1617643,12,Common,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cormorant sp.,0.0106346,0.0136705,0.0117605,0.0117167,0.0091538,0.011502,0.0096728,0.009277,0.0096528,0.0106764,0.0091347,0.0083672,0.0081432,0.0082207,0.0071967,0.0069607,0.0066923,0.0057955,0.0050384,0.0053122,0.004711,0.005171,0.0053444,0.0055236,0.0062489,0.0071292,0.0081049,0.0087363,0.0094905,0.0114223,0.0114605,0.0126935,0.0132076,0.0170501,0.0154034,0.014419,0.0147955,0.0168382,0.0151809,0.0159964,0.0150129,0.018037,0.014084,0.0127253,0.0119963,0.0159751,0.0126075,0.012728,NA,0.011945575,0.009901400000000001,0.009457775,0.007630325,0.0057096000000000004,0.0051875,0.007554825,0.011266700000000001,0.015020025,0.01570275,0.0149648,0.013326725,0.010639000000000001,0.01570275,12,Uncommon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
White-faced Ibis,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,1.259e-4,1.55e-5,5.69e-5,6.912e-4,0.0013815,9.659e-4,3.318e-4,4.6e-5,7.25e-5,4.08e-5,0.0015,8.99e-5,2.816e-4,1.825e-4,1.506e-4,9.34e-5,6.05e-5,8.26e-5,0,0,0,3.427e-4,1.516e-4,0,3.46e-5,0,0,3.25e-5,3.76e-5,0,0,0,0,0,NA,3.75e-4,0,0,3.535e-5,7.738749999999999e-4,1.22775e-4,5.135e-4,9.6775e-5,8.5675e-5,4.655e-5,1.7525e-5,0,1.7225208333333333e-4,7.738749999999999e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Glossy/White-faced Ibis,3.521e-4,3.018e-4,1.285e-4,2.33e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082e-4,4.162e-4,3.032e-4,0.0015,0,0,1.028e-4,1.3e-4,7.51e-5,2.121e-4,5.914e-4,2.159e-4,0,1.293e-4,NA,2.01425e-4,0,0,0,0,0,0,0,1.561e-4,4.508e-4,1.3e-4,2.3414999999999997e-4,9.770624999999999e-5,4.508e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ibis sp.,0,3.02e-5,0,2.33e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1.3375e-5,0,0,0,0,0,0,0,0,0,0,0,1.1145833333333334e-6,1.3375e-5,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
American Bittern,0.0016433,0.001871,0.0023457,0.0023993,0.0025263,0.0025051,0.0026272,0.0039573,0.0048264,0.0047818,0.0047614,0.0037168,0.0038017,0.0031945,0.0032102,0.0030142,0.0035073,0.00397,0.0058917,0.0068818,0.0046004,0.0053778,0.004764,0.0035262,0.0025361,0.0030853,0.002347,0.0013914,0.0018077,0.0017118,0.002026,0.0023736,0.0022886,0.0018782,0.002141,0.0020319,0.0022133,0.0024097,0.0018673,0.0029219,0.001988,0.0017225,0.0024412,0.0021916,0.002281,0.0018997,0.0019481,0.0024835,NA,0.002064825,0.002903975,0.0045216,0.0033051499999999998,0.0050627,0.0045671,0.00233995,0.001979775,0.002084925,0.0023530499999999998,0.0020858250000000004,0.002153075,0.0029518291666666666,0.0050627,12,Rare,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Black-crowned Night Heron,0.0111275,0.01189,0.0105074,0.012136,0.011024,0.0103976,0.0077621,0.0112881,0.0103256,0.009323,0.007789,0.005267,0.0015723,0.001519,7.973e-4,4.972e-4,1.138e-4,1.772e-4,1.625e-4,2.867e-4,2.654e-4,2.988e-4,7.25e-5,2.04e-5,1.046e-4,1.797e-4,7.823e-4,7.984e-4,0.0016571,0.0022409,0.0025401,0.0022085,0.0022059,0.0027292,0.003152,0.0033049,0.0035473,0.0046409,0.0057404,0.0083944,0.0087061,0.0102047,0.0095771,0.010357,0.0105179,0.0097578,0.0074616,0.0098823,NA,0.011415225,0.01011795,0.00817615,0.0010964500000000001,1.8505e-4,1.64275e-4,4.6625e-4,0.00216165,0.002848,0.00558075,0.009711225,0.0094049,0.00511065625,0.011415225,9,Uncommon,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Little Blue Heron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.695e-4,0,0,0,0.0015,6.92e-5,0.0033429,0.0010626,2.6e-4,7.51e-5,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.17375e-4,0.001228025,3.49425e-4,0,1.4123541666666666e-4,0.001228025,1,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Snowy Egret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86e-5,6.09e-5,2.113e-4,5.087e-4,2.3e-5,0,0,0,0,0,2.28e-5,0,0,0,0.0015,0,0,0,0.0015,0,0.0015,0.0015,0,3.43e-5,0.0015,0,0,0,0,0,0,NA,0,0,0,0,9.02e-5,1.32925e-4,5.7e-6,3.75e-4,3.75e-4,7.5e-4,3.83575e-4,0,1.7603333333333335e-4,7.5e-4,0,Vagrant/Accidental,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Green Heron,1.174e-4,3.32e-4,2.571e-4,2.562e-4,4.921e-4,4.31e-4,1.99e-4,4.541e-4,1.755e-4,1.504e-4,1.811e-4,4.404e-4,4.224e-4,4.244e-4,9.442e-4,0.0015693,0.0017631,0.0025876,0.0033115,0.0031692,0.0034503,0.0035393,0.003845,0.0033019,0.0030591,0.0036544,0.0037552,0.0047445,0.0077732,0.0082477,0.0068945,0.0083179,0.0082444,0.0070137,0.0064528,0.0039169,0.002759,0.0011007,9.683e-4,7.181e-4,4.113e-4,6.175e-4,3.38e-4,3.181e-4,2.957e-4,3.022e-4,2.941e-4,2.328e-4,NA,2.40675e-4,3.9405e-4,2.3685e-4,8.40075e-4,0.00270785,0.003534125,0.0038033,0.007808325,0.00640695,0.001386525,4.21225e-4,2.812e-4,0.0023384291666666665,0.007808325,6,Rare,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Western Cattle-Egret,2.348e-4,3.02e-5,3.21e-5,2.33e-5,0,5.39e-5,1.99e-5,6.49e-5,0,3.01e-5,5.18e-5,1.76e-5,0,0.0015,0,0,0,0,2.03e-5,0.0015,1.327e-4,0,2.42e-5,2.04e-5,0,0,3.13e-5,4.56e-5,0,0.0015,0,0,0.0015,0,0,2.45e-5,2.122e-4,5.95e-5,2.766e-4,1.486e-4,5.141e-4,8.125e-4,6.385e-4,5.656e-4,5.491e-4,3.022e-4,3.68e-5,2.07e-4,NA,8.01e-5,3.4675e-5,2.4875e-5,3.75e-4,3.80075e-4,4.4325e-5,1.9225e-5,3.75e-4,3.81125e-4,1.74225e-4,6.32675e-4,2.73775e-4,2.3292291666666666e-4,6.32675e-4,0,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Great Egret,6.104e-4,3.923e-4,1.928e-4,1.398e-4,0.0015,0,0.0015,0,0,9.02e-5,0.0015,0,0.0015,2.23e-5,1.049e-4,3.107e-4,4.55e-4,6.203e-4,5.689e-4,0.0012073,3.539e-4,2.068e-4,3.144e-4,3.057e-4,5.23e-5,0,0,4.56e-5,0.0010846,0.0015562,0.0010281,0.0032611,0.0015717,0.001438,0.0014868,0.0014443,0.0014856,0.001666,5.879e-4,5.448e-4,8.226e-4,5.85e-4,6.009e-4,1.414e-4,1.69e-4,3.022e-4,2.205e-4,9.831e-4,NA,3.33825e-4,7.5e-4,3.9755e-4,4.84475e-4,7.12875e-4,2.952e-4,2.4475e-5,0.0017325,0.0014851999999999999,0.0010710749999999999,5.37475e-4,4.187e-4,6.869458333333333e-4,0.0017325,3,Very rare,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
